DataCode,RecType,CaptureID,CaptureDate,Watershed,SpeciesCode,CaptureTime,CaptureMethod,Recap,BandPrefixNumber,BandSuffixNumber,ColorBands,Age,HowAged,Sex,CP,BP,HowSexed,HeadBill,Tarsus,WingChord,MoltScore,FatScore,BloodSample,BirdMass,HowWeighed,Bander,Photos,TotalBlood,Haematocrit,Feather,FeatherCollected,ConcTRIG,TRIG,ConcBUTY,BUTY,FatMass,LeanMass,BodyWater,PositionRegion,PositionX,PositionY,Notes
CBS01,1,225,5/13/2013,C3B,GRSP,10:16:00,mistnet,FALSE,1831,10597,SW-OR,AHY,CP,M,5,0,CP,-999,-999,-999,-999,-999,FALSE,-999,NA,AB,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712426,4329623,Recapped same yr
CBS01,1,16,5/13/2013,C3B,GRSP,09:25:00,mistnet,FALSE,1831,10596,SA-PY,AHY,CP,M,5,0,CP,28.6,19.6,62,0,0,TRUE,18.3,Pesola,AB,FALSE,51.5,52,FALSE,NA,0.8423,FALSE,-999,FALSE,-999,-999,-999,14 S,712444,4329519,
CBS01,1,15,5/13/2013,C3B,GRSP,08:52:00,mistnet,TRUE,1831,10597,SW-OR,AHY,CP,M,5,0,CP,28.2,21.5,62.5,0,0,TRUE,17.3,Pesola,AB,FALSE,46.9,52,FALSE,NA,0.549,FALSE,-999,FALSE,-999,-999,-999,14 S,712481,4329549,Same yr recap.
CBS01,1,14,5/13/2013,C3B,GRSP,08:11:00,mistnet,FALSE,1831,10598,RW-SD,AHY,CP,M,5,0,CP,28.5,21.9,61,0,0,TRUE,16.5,Pesola,AB,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712549,4329526,Whole blood for DNA only.
CBS01,1,13,5/13/2013,C3B,GRSP,08:04:00,mistnet,FALSE,1831,10599,OS-BG,AHY,CP,M,5,0,CP,30,20.4,62,0,0,TRUE,18.3,Pesola,AB,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712549,4329526,Whole blood for DNA only.
CBS01,1,12,5/13/2013,C3B,GRSP,06:55:00,mistnet,FALSE,1831,10600,YB-SR,AHY,CP,M,5,0,CP,28.2,20.7,62,0,0,TRUE,17,Pesola,AB,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712519,4329664,Whole blood for DNA only. Very small amount of blood taken.
CBS01,1,38,5/14/2013,C3SA,GRSP,10:01:00,mistnet,FALSE,1831,10590,GR-WS,AHY,CP,M,5,0,CP,29.1,20.7,63,0,0.5,TRUE,16.3,Pesola,AB,FALSE,46.2,51,FALSE,NA,0.6242,FALSE,-999,FALSE,-999,-999,-999,14 S,711011,4330977,
CBS01,1,37,5/14/2013,C3SA,GRSP,09:33:00,mistnet,FALSE,1831,10591,WD-SP,AHY,CP,M,5,0,CP,29,20.1,63.5,0,0,TRUE,17.4,Pesola,AB,FALSE,54.8,51,FALSE,NA,0.6104,FALSE,-999,FALSE,-999,-999,-999,14 S,711045,4331067,
CBS01,1,36,5/14/2013,C3SA,GRSP,08:50:00,mistnet,FALSE,1831,10592,SD-BG,AHY,CP,M,5,0,CP,28.9,19.6,63,0,0,TRUE,16.6,Pesola,AB,FALSE,58.4,54,FALSE,NA,0.576,TRUE,-999,FALSE,-999,-999,-999,14 S,710967,4331067,
CBS01,1,35,5/14/2013,C3SA,GRSP,07:57:00,mistnet,FALSE,1831,10593,PS-RW,AHY,CP,M,5,0,CP,28.6,20.3,62.5,0,0,TRUE,17.3,Pesola,AB,FALSE,56.4,53,FALSE,NA,0.7702,FALSE,-999,FALSE,-999,-999,-999,14 S,710863,4330945,
CBS01,1,34,5/14/2013,C3SA,GRSP,07:17:00,mistnet,FALSE,1831,10594,GS-PB,AHY,CP,M,5,0,CP,30.2,20.6,63.5,0,0,TRUE,18.5,Pesola,AB,FALSE,15.7,58,FALSE,NA,0.1553,FALSE,-999,FALSE,-999,-999,-999,14 S,710907,4330867,
CBS01,1,33,5/14/2013,C3SA,GRSP,06:40:00,mistnet,FALSE,1831,10595,YS-KO,AHY,CP,M,5,0,CP,28.7,21.1,64.5,0,0,TRUE,17,Pesola,AB,FALSE,42.5,45,FALSE,NA,0.8965,FALSE,-999,FALSE,-999,-999,-999,14 S,710837,4330867,Recapped in 2016.
CBS01,1,20,5/15/2013,2A,GRSP,09:11:00,mistnet,FALSE,1831,10586,SD-RW,AHY,CP,M,3,0,CP,28.5,19.9,62,0,1,TRUE,15.85,DigitalScale,AB,FALSE,48.8,48,FALSE,NA,0.5418,FALSE,-999,FALSE,-999,-999,-999,14 S,707400,4327229,Unsure of capture time.
CBS01,1,21,5/15/2013,2A,GRSP,09:54:00,mistnet,FALSE,1831,10585,KY-SB,AHY,CP,M,3,0,CP,28.5,20.5,62.5,0,2,TRUE,17.17,DigitalScale,AB,FALSE,43.5,51,FALSE,NA,0.506,FALSE,-999,FALSE,-999,-999,-999,14 S,707255,4327161,
CBS01,1,19,5/15/2013,2A,GRSP,09:11:00,mistnet,FALSE,1831,10587,SA-OG,AHY,CP,M,3,0,CP,29.5,21.1,61.5,0,0,TRUE,17.16,DigitalScale,AB,FALSE,58.1,35,FALSE,NA,0.5858,FALSE,-999,FALSE,-999,-999,-999,14 S,707400,4327229,very low haematocrit
CBS01,1,18,5/15/2013,2A,GRSP,06:32:00,mistnet,FALSE,1831,10588,BY-SP,AHY,CP,M,3,0,CP,28.9,20,62,0,1,TRUE,16.12,DigitalScale,AB,FALSE,16.2,55,FALSE,NA,0.4577,FALSE,-999,FALSE,-999,-999,-999,14 S,707408,4327302,
CBS01,1,17,5/15/2013,2A,GRSP,06:30:00,mistnet,FALSE,1831,10589,SW-KD,AHY,CP,M,3,0,CP,29,20.8,63.5,0,1,TRUE,16.67,DigitalScale,AB,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,707408,4327302,Too small of an amount of blood
CBS01,1,26,5/16/2013,N1A,GRSP,09:16:00,mistnet,FALSE,1831,10580,SB-OP,AHY,CP,M,5,0,CP,29.1,21.1,63.5,0,0,TRUE,17.82,DigitalScale,AB,FALSE,59.5,49,FALSE,NA,0.8853,FALSE,-999,FALSE,-999,-999,-999,14 S,708192,4329720,
CBS01,1,25,5/16/2013,N1A,GRSP,08:25:00,mistnet,FALSE,1831,10581,SB-RG,AHY,CP,M,5,0,CP,29.4,20,61.5,0,1,TRUE,17.01,DigitalScale,AB,FALSE,27.5,52,FALSE,NA,1,TRUE,-999,FALSE,-999,-999,-999,14 S,708342,4329676,
CBS01,1,24,5/16/2013,N1A,GRSP,07:39:00,mistnet,FALSE,1831,10582,SD-YD,AHY,CP,M,5,0,CP,29.2,20,62.5,0,0,TRUE,16.23,DigitalScale,AB,FALSE,52.4,54,FALSE,NA,0.6199,FALSE,-999,FALSE,-999,-999,-999,14 S,708305,4329755,
CBS01,1,23,5/16/2013,N1A,GRSP,06:58:00,mistnet,FALSE,1831,10583,GO-SK,AHY,CP,M,5,0,CP,29.7,20.8,62.5,0,1,TRUE,17.35,DigitalScale,AB,FALSE,46.2,52,FALSE,NA,0.9229,FALSE,-999,FALSE,-999,-999,-999,14 S,708278,4329915,May have been in net longer (<20 mins)
CBS01,1,22,5/16/2013,N1A,GRSP,06:38:00,mistnet,FALSE,1831,10584,WK-SW,AHY,CP,M,5,0,CP,29,21.1,62,0,0,TRUE,16.62,DigitalScale,AB,FALSE,47.7,52,FALSE,NA,0.6584,FALSE,-999,FALSE,-999,-999,-999,14 S,708278,4329915,
CBS01,1,29,5/17/2013,C3B,GRSP,07:30:00,mistnet,FALSE,1831,10577,PD-KS,AHY,CP,M,5,0,CP,28.5,20.1,62.5,0,0,TRUE,17.79,DigitalScale,AB,FALSE,32.4,52,FALSE,NA,0.8647,FALSE,-999,FALSE,-999,-999,-999,14 S,712479,4329822,About 10 mins to bleed.
CBS01,1,28,5/17/2013,C3B,GRSP,07:15:00,mistnet,FALSE,1831,10578,OR-YS,AHY,CP,M,5,0,CP,28.6,19.9,64,0,0,TRUE,16.93,DigitalScale,AB,FALSE,-999,-999,FALSE,NA,0.9422,FALSE,-999,FALSE,-999,-999,-999,14 S,712479,4329822,Forgot to measure haematocrit.
CBS01,1,27,5/17/2013,C3B,GRSP,06:22:00,mistnet,FALSE,1831,10579,SG-DO,AHY,CP,M,5,0,CP,28.3,20.9,61.5,0,1,TRUE,17.82,DigitalScale,AB,FALSE,57.9,50,FALSE,NA,0.7423,FALSE,-999,FALSE,-999,-999,-999,14 S,712398,4329806,
CBS01,1,31,5/17/2013,C3B,GRSP,09:25:00,mistnet,FALSE,1831,10575,PS-RP,AHY,CP,M,5,0,CP,29.7,21,61.5,0,1,TRUE,17.19,DigitalScale,AB,FALSE,54.1,50,FALSE,NA,0.6953,FALSE,-999,FALSE,-999,-999,-999,14 S,712298,4329742,Worn rectrices. Recapped same yr.
CBS01,1,32,5/17/2013,C3B,GRSP,09:52:00,mistnet,FALSE,1831,10574,SK-WB,AHY,CP,M,5,0,CP,28.8,20.3,63,0,0,TRUE,16.42,DigitalScale,AB,FALSE,50.5,50,FALSE,NA,0.6042,FALSE,-999,FALSE,-999,-999,-999,14 S,712339,4329600,
CBS01,1,30,5/17/2013,C3B,GRSP,08:45:00,mistnet,FALSE,1831,10576,OS-KD,AHY,CP,M,5,0,CP,29.5,20.1,63,0,0,TRUE,17.82,DigitalScale,AB,FALSE,54.1,52,FALSE,NA,0.8303,FALSE,-999,FALSE,-999,-999,-999,14 S,712351,4329672,
CBS01,1,51,5/20/2013,C3C,GRSP,11:11:00,mistnet,FALSE,1831,10568,RA-SO,AHY,CP,M,5,0,CP,-999,-999,-999,0,1,TRUE,-999,NA,AB,FALSE,53,47,FALSE,NA,0.8578,FALSE,-999,FALSE,-999,-999,-999,14 S,712564,4329167,Escaped
CBS01,1,50,5/20/2013,C3C,GRSP,10:34:00,mistnet,FALSE,1831,10569,KY-SG,AHY,CP,M,5,0,CP,29.4,20.5,62.5,0,0,TRUE,17.9,DigitalScale,AB,FALSE,54.7,50,FALSE,NA,0.5797,FALSE,-999,FALSE,-999,-999,-999,14 S,712632,4329150,Dulpicate color band--KY-SG also banded 16-jul-14
CBS01,1,49,5/20/2013,C3C,GRSP,10:07:00,mistnet,FALSE,1831,10570,SW-RG,AHY,CP,M,5,0,CP,28.9,21.5,63,0,0,TRUE,17.31,DigitalScale,AB,FALSE,54.7,48,FALSE,NA,0.7752,FALSE,-999,FALSE,-999,-999,-999,14 S,712618,4329263,
CBS01,1,48,5/20/2013,C3C,GRSP,07:45:00,mistnet,FALSE,1831,10571,DR-GS,AHY,CP,M,5,0,CP,29.2,20.6,62,0,0,TRUE,17.17,DigitalScale,AB,FALSE,-999,-999,FALSE,NA,0.6842,FALSE,-999,FALSE,-999,-999,-999,14 S,712395,4329252,Hardly any blood - recollect for gen!
CBS01,1,47,5/20/2013,C3C,GRSP,07:10:00,mistnet,FALSE,1831,10572,SP-BO,AHY,CP,M,5,0,CP,29.1,21.1,64,0,0,TRUE,18.29,DigitalScale,AB,FALSE,32.8,51,FALSE,NA,0.4423,TRUE,-999,FALSE,-999,-999,-999,14 S,712461,4329252,Recapped same yr.
CBS01,1,46,5/20/2013,C3C,GRSP,06:31:00,mistnet,FALSE,1831,10573,GY-KS,AHY,CP,M,5,0,CP,28.8,20.8,62,0,0,TRUE,16.27,DigitalScale,AB,FALSE,52,51,FALSE,NA,0.4937,FALSE,-999,FALSE,-999,-999,-999,14 S,712405,4329189,
CBS01,1,41,5/21/2013,K2A,GRSP,07:34:00,mistnet,FALSE,1831,10565,SR-DR,AHY,CP,M,5,0,CP,27.6,20.6,62,0,0,TRUE,16.76,DigitalScale,AB,FALSE,40,52,FALSE,NA,1.2012,TRUE,-999,FALSE,-999,-999,-999,14 S,710385,4330618,Male just off NW corner of plot.
CBS01,1,45,5/21/2013,K2A,GRSP,09:27:00,mistnet,FALSE,1831,10562,GR-SD,AHY,CP,M,5,0,CP,28.9,20.5,62.5,0,1,TRUE,17.92,DigitalScale,AB,FALSE,-999,-999,FALSE,NA,0.9745,FALSE,-999,FALSE,-999,-999,-999,14 S,710065,4330541,RBC and total not taken. Caught at same time as sample #44
CBS01,1,44,5/21/2013,K2A,GRSP,09:27:00,mistnet,FALSE,1831,10561,YP-KS,AHY,CP,M,5,0,CP,28.3,21.6,62.5,0,0,TRUE,17.01,DigitalScale,AB,FALSE,-999,-999,FALSE,NA,1.0648,FALSE,-999,FALSE,-999,-999,-999,14 S,710065,4330541,RBC  and total not taken. Male caught at the same time as sample #45. Recapped in 2014.
CBS01,1,42,5/21/2013,K2A,GRSP,08:18:00,mistnet,FALSE,1831,10564,SW-WG,AHY,CP,M,5,0,CP,28.6,21.2,62.5,0,0,TRUE,17.66,DigitalScale,AB,FALSE,44.9,47,FALSE,NA,1.2645,FALSE,-999,FALSE,-999,-999,-999,14 S,710156,4330649,
CBS01,1,40,5/21/2013,K2A,GRSP,07:01:00,mistnet,FALSE,1831,10566,OS-GB,AHY,CP,M,5,0,CP,28.4,20.5,63.5,0,0,TRUE,17.03,DigitalScale,AB,FALSE,64.4,54,FALSE,NA,0.5244,FALSE,-999,FALSE,-999,-999,-999,14 S,710304,4330640,
CBS01,1,39,5/21/2013,K2A,GRSP,06:30:00,mistnet,FALSE,1831,10567,PS-DY,AHY,CP,M,5,0,CP,29.2,21.8,62,0,0,TRUE,17.91,DigitalScale,AB,FALSE,47.5,49,FALSE,NA,0.8045,FALSE,-999,FALSE,-999,-999,-999,14 S,710344,4330588,
CBS01,1,43,5/21/2013,K2A,GRSP,08:50:00,mistnet,FALSE,1831,10563,YK-SD,AHY,CP,M,5,0,CP,29.1,20.2,63,0,1,TRUE,17.22,DigitalScale,AB,FALSE,61.5,51,FALSE,NA,1.0156,FALSE,-999,FALSE,-999,-999,-999,14 S,710097,4330645,Left hallux missing
CBS01,1,54,5/22/2013,C3B,GRSP,09:51:00,mistnet,FALSE,1831,10558,SY-AD,AHY,CP,M,5,0,CP,28.5,20,62.5,0,0,TRUE,17.45,DigitalScale,AB,FALSE,59.9,49,FALSE,NA,0.8243,FALSE,-999,FALSE,-999,-999,-999,14 S,712270,4329527,Edge of C3B. Recapped in 2015.
CBS01,1,53,5/22/2013,C3C,GRSP,07:19:00,mistnet,FALSE,1831,10559,SB-DP,AHY,CP,M,5,0,CP,28.1,20.7,61.5,0,0,TRUE,15.44,DigitalScale,AB,FALSE,31.8,47,FALSE,NA,0.609,FALSE,-999,FALSE,-999,-999,-999,14 S,712495,4330079,Likely in net longer than 5 minutes.
CBS01,1,52,5/22/2013,C3A,GRSP,06:22:00,mistnet,FALSE,1831,10560,AG-SR,AHY,CP,M,5,0,CP,28.7,20.7,64.5,0,2,TRUE,18.2,DigitalScale,AB,FALSE,54.9,53,FALSE,NA,0.5309,TRUE,-999,FALSE,-999,-999,-999,14 S,712457,4330141,Recapped in 2014.
CBS01,1,6,5/28/2013,N2A,GRSP,06:19:00,mistnet,FALSE,1831,10553,BS-GO,AHY,CP,M,5,0,CP,28.9,20.7,61.5,0,1,TRUE,17.25,DigitalScale,AB,FALSE,46.4,50,FALSE,NA,0.9809,FALSE,-999,FALSE,-999,-999,-999,14 S,706731,4329830,Did not GPS
CBS01,1,417,5/31/2013,C3B,GRSP,06:35:00,mistnet,FALSE,1320,83946,SD-KW,AHY,Plumage,M,-999,0,CP,29.3,20.7,66,0,0,FALSE,17.4,DigitalScale,BV,FALSE,0,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712466,4329392,UTM: 0712466 - 4329392; Escaped before blood could be taken. HndEnter65
CBS01,1,418,5/31/2013,C3C,GRSP,10:50:00,mistnet,FALSE,1320,83949,SY-GK,AHY,Plumage,M,-999,0,CP,28,18.4,65,-999,-999,TRUE,16.5,DigitalScale,BV,FALSE,0,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712567,4329437,UTM: 0712567 - 4329437. HndEnter64
CBS01,1,62,5/31/2013,C3C,GRSP,10:45:00,mistnet,FALSE,1320,83948,SD-KG,AHY,Plumage,M,-999,0,CP,29,18.5,62,0,0,TRUE,15.7,DigitalScale,BV,FALSE,30.8,55,FALSE,NA,1.1208,TRUE,-999,FALSE,-999,-999,-999,14 S,712468,4329364,Captured by Bram
CBS01,1,63,5/31/2013,C3C,GRSP,09:45:00,mistnet,FALSE,1320,83947,SD-KD,AHY,Plumage,M,-999,0,CP,29.2,19,63,0,1,TRUE,17.3,DigitalScale,BV,FALSE,32.4,55,FALSE,NA,1.0845,FALSE,-999,FALSE,-999,-999,-999,14 S,712567,4329437,Captured by Bram
CBS01,1,61,6/1/2013,2A,GRSP,07:15:00,mistnet,FALSE,1831,10552,BS-RD,AHY,CP,M,5,1,CP,29,20.2,62.5,0,0,TRUE,18.08,DigitalScale,AB,FALSE,61.6,48,FALSE,NA,0.7882,FALSE,-999,FALSE,-999,-999,-999,14 S,707184,4327348,Probably brooding young  feathers in middle of breast missing.
CBS01,1,420,6/2/2013,C3C,GRSP,10:10:00,mistnet,FALSE,1320,83951,SD-KP,AHY,Plumage,M,-999,0,CP,28.6,20.7,64,0,0,TRUE,17.3,DigitalScale,BV,FALSE,0,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,711953,4329147,UTM: 0711953 - 4329147. HndEnter63
CBS01,1,419,6/2/2013,C3C,GRSP,06:20:00,mistnet,FALSE,1320,83950,KP-GS,AHY,Plumage,M,-999,0,CP,29.5,18.5,65,0,0,TRUE,19.2,DigitalScale,BV,FALSE,0,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,711953,4329147,UTM: 0711953 - 4329147. HndEnter63
CBS01,1,421,6/3/2013,C3B,GRSP,09:45:00,mistnet,FALSE,1320,83952,SD-KR,AHY,Plumage,M,-999,0,CP,28.7,19.8,64,0,0,TRUE,17.5,DigitalScale,BV,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,711944,4329648,Recaptured in 2016. Bram bird.
CBS01,1,60,6/3/2013,N2B,GRSP,10:24:00,mistnet,FALSE,1831,10546,DS-BG,AHY,CP,M,5,0,CP,28,20.1,62,0,2,TRUE,17.05,DigitalScale,AB,FALSE,52.75,48,FALSE,NA,1.3532,FALSE,-999,FALSE,-999,-999,-999,14 S,708566,4329062,
CBS01,1,59,6/3/2013,N2B,GRSP,08:58:00,mistnet,FALSE,1831,10547,WS-DP,AHY,CP,M,5,0,CP,29.5,20.6,63,0,1,TRUE,18.86,DigitalScale,AB,FALSE,41.3,50,FALSE,NA,0.5681,FALSE,-999,FALSE,-999,-999,-999,14 S,708524,4329011,
CBS01,1,58,6/3/2013,N2B,GRSP,08:27:00,mistnet,FALSE,1831,10548,YS-WR,AHY,CP,M,5,0,CP,28.8,21.5,62,0,1,TRUE,17.49,DigitalScale,AB,FALSE,28,44,FALSE,NA,0.839,FALSE,-999,FALSE,-999,-999,-999,14 S,708496,4328879,
CBS01,1,57,6/3/2013,N2B,GRSP,07:45:00,mistnet,FALSE,1831,10549,GK-SG,AHY,CP,M,5,0,CP,28.8,20.7,61,0,0,TRUE,17.8,DigitalScale,AB,FALSE,42.7,54,FALSE,NA,0.8234,FALSE,-999,FALSE,-999,-999,-999,14 S,708443,4328719,
CBS01,1,56,6/3/2013,N2B,GRSP,07:05:00,mistnet,FALSE,1831,10551,PS-BR,AHY,CP,M,5,0,CP,30.3,21,64,0,0,TRUE,18.52,DigitalScale,AB,FALSE,61.1,50,FALSE,NA,0.5661,TRUE,-999,FALSE,-999,-999,-999,14 S,708321,4328802,
CBS01,1,55,6/3/2013,N2B,GRSP,07:00:00,mistnet,FALSE,1831,10550,YO-SD,AHY,CP,M,5,0,CP,29.3,19.7,60,0,1,TRUE,17.23,DigitalScale,AB,FALSE,31.2,52,FALSE,NA,1.3163,FALSE,-999,FALSE,-999,-999,-999,14 S,708321,4328802,
CBS01,1,422,6/4/2013,1D,GRSP,09:20:00,mistnet,FALSE,1320,83953,SD-WK,AHY,Plumage,M,-999,0,CP,28.5,19.2,64,0,0,TRUE,16.5,DigitalScale,BV,FALSE,0,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,711046,4328605,UTM: 0711046 - 4328605. HndEnter62
CBS01,1,66,6/4/2013,C3SA,GRSP,10:37:00,mistnet,FALSE,1831,10543,PW-RS,AHY,CP,M,5,0,CP,29.2,20.3,63,0,1,TRUE,17.06,DigitalScale,AB,FALSE,45.3,52,FALSE,NA,0.6263,FALSE,-999,FALSE,-999,-999,-999,14 S,711087,4331199,Recapped 2014.
CBS01,1,65,6/4/2013,C3SA,GRSP,10:05:00,mistnet,FALSE,1831,10544,WG-OS,AHY,CP,M,5,0,CP,28.9,19.9,63.5,0,0,TRUE,16.54,DigitalScale,AB,FALSE,48.4,48,FALSE,NA,0.7882,FALSE,-999,FALSE,-999,-999,-999,14 S,711140,4331056,
CBS01,1,64,6/4/2013,C3SA,GRSP,09:16:00,mistnet,FALSE,1831,10545,OS-YG,AHY,CP,M,5,0,CP,29.4,20.5,63.5,0,0,TRUE,17.26,DigitalScale,AB,FALSE,36,-999,FALSE,NA,0.7745,FALSE,-999,FALSE,-999,-999,-999,14 S,711038,4330933,Took between 5 and 10 minutes.
CBS01,1,71,6/6/2013,C3SC,GRSP,06:35:00,mistnet,FALSE,1831,10542,BS-PR,AHY,CP,M,5,0,CP,28.8,19.1,62,0,1,TRUE,16.3,DigitalScale,AB,FALSE,48.1,51,FALSE,NA,0.8921,FALSE,-999,FALSE,-999,-999,-999,14 S,712276,4332367,
CBS01,1,72,6/6/2013,C3SC,GRSP,07:23:00,mistnet,FALSE,1831,10541,KG-SG,AHY,CP,M,5,0,CP,28.8,19.9,61,0,1,TRUE,16.13,DigitalScale,AB,FALSE,1.5,53,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712584,4332257,10 min. from capture to bleed; no plasma (~0.7 ul)  just RBC
CBS01,1,73,6/6/2013,C3SC,GRSP,09:02:00,mistnet,FALSE,1831,10540,RY-SW,AHY,CP,M,5,0,CP,28.4,20.2,61,0,1,TRUE,16.88,DigitalScale,AB,FALSE,67.6,50,FALSE,NA,1.3034,FALSE,-999,FALSE,-999,-999,-999,14 S,712426,4332389,
CBS01,1,424,6/7/2013,C3A,GRSP,09:00:00,mistnet,FALSE,1320,83955,SD-WD,AHY,Plumage,M,-999,0,CP,28.6,19.6,65,0,0,TRUE,16.7,DigitalScale,BV,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,711702,4329964,UTM: 0711702 - 4329964. HndEnter60
CBS01,1,423,6/7/2013,C3A,GRSP,06:10:00,mistnet,FALSE,1320,83954,SD-KY,AHY,Plumage,M,-999,0,CP,27.7,17.6,62,0,0,TRUE,16.5,DigitalScale,BV,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,711666,4329794,UTM: 0711666 - 4329794. HndEnter61. Double color-banded bird--added x to other  bird combo.
CBS01,1,70,6/7/2013,C3C,GRSP,11:51:00,mistnet,FALSE,1831,10536,BS-DY,AHY,CP,M,5,0,CP,28.7,-999,60.5,0,1,TRUE,-999,NA,AB,FALSE,22.3,52,FALSE,NA,0.9685,FALSE,-999,FALSE,-999,-999,-999,14 S,712623,4328907,Escaped
CBS01,1,69,6/7/2013,C3C,GRSP,11:08:00,mistnet,FALSE,1831,10537,WK-RS,AHY,CP,M,5,0,CP,29.2,20.3,62.5,0,1,TRUE,17.39,DigitalScale,AB,FALSE,20,46,FALSE,NA,2.06,FALSE,-999,FALSE,-999,-999,-999,14 S,712644,4328941,
CBS01,1,68,6/7/2013,C3C,GRSP,10:37:00,mistnet,FALSE,1831,10538,PY-OS,AHY,CP,M,5,0,CP,28.8,20.3,63,0,2,TRUE,17.1,DigitalScale,AB,FALSE,90.9,49,FALSE,NA,1.1488,FALSE,-999,FALSE,-999,-999,-999,14 S,712485,4329023,
CBS01,1,67,6/7/2013,C3C,GRSP,07:31:00,mistnet,TRUE,1831,10572,SP-BO,AHY,CP,M,5,0,CP,29,21,64,0,0,TRUE,18.22,DigitalScale,AB,FALSE,16.6,49,FALSE,NA,0.6713,FALSE,-999,FALSE,-999,-999,-999,14 S,712137,4329143,Same year recap.
CBS01,1,77,6/10/2013,K1B,GRSP,06:48:00,mistnet,FALSE,1831,10535,GS-KD,AHY,CP,M,4,0,CP,28,20,61.5,0,0,TRUE,15.42,DigitalScale,AB,FALSE,33.3,44,FALSE,NA,0.5423,FALSE,-999,FALSE,-999,-999,-999,14 S,710895,4330258,Recapped 2014.
CBS01,1,85,6/10/2013,C3C,GRSP,09:00:00,mistnet,FALSE,1320,83958,SY-RD,AHY,Plumage,M,-999,0,CP,-999,-999,-999,-999,-999,TRUE,17.4,DigitalScale,BV,FALSE,26.95,53,FALSE,NA,0.8441,FALSE,-999,FALSE,-999,-999,-999,14 S,712522,4329312,Sat in the fridge for a day. DOUBLE BANDED!!  Bram bird. No time recorded Est. 9am.
CBS01,1,84,6/10/2013,C3C,GRSP,09:00:00,mistnet,FALSE,1320,83956,SD-WG,AHY,Plumage,M,-999,0,CP,29.1,20.7,65,0,0,TRUE,18,DigitalScale,BV,FALSE,22.15,46,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712661,4329447,Too little for plasma; sat in the fridge for a day  Bram bird. No time recorded Est. 9am.
CBS01,1,83,6/10/2013,C3C,GRSP,09:00:00,mistnet,FALSE,1320,83957,SD-WP,AHY,Plumage,M,-999,0,CP,29.4,19.3,62,0,0,TRUE,17.4,DigitalScale,BV,FALSE,30.25,53,FALSE,NA,0.678,FALSE,-999,FALSE,-999,-999,-999,14 S,712722,4329207,Blood sample sat in the fridge for a day  Bram bird. No time recorded Est. 9am.
CBS01,1,79,6/10/2013,C3SB,GRSP,09:58:00,mistnet,FALSE,1831,10533,YS-DY,AHY,CP,M,4,0,CP,28.9,19.7,61.5,0,0,TRUE,17.93,DigitalScale,AB,FALSE,93.2,48,FALSE,NA,1.0169,FALSE,-999,FALSE,-999,-999,-999,14 S,711458,4330719,
CBS01,1,78,6/10/2013,K1B,GRSP,07:25:00,mistnet,FALSE,1831,10534,OW-SP,AHY,CP,M,5,0,CP,28.2,20.4,61,0,0,TRUE,16.58,DigitalScale,AB,FALSE,32.1,50,FALSE,NA,1.0058,FALSE,-999,FALSE,-999,-999,-999,14 S,710895,4330258,
CBS01,1,427,6/11/2013,C1A,GRSP,11:05:00,mistnet,FALSE,1320,83961,SY-GD,AHY,Plumage,M,-999,0,CP,29.8,19.4,63,0,0,TRUE,17.8,DigitalScale,BV,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712998,4328012,UTM: 0712998 - 4328012 / in C1A. HndEnter57
CBS01,1,426,6/11/2013,C1A,GRSP,08:50:00,mistnet,FALSE,1320,83960,SD-WO,AHY,Plumage,M,-999,0,CP,28.8,20.1,64,0,0,TRUE,18.1,DigitalScale,BV,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712237,4327804,UTM: 0712237 - 4327804 / in C1A. HndEnter58
