DataCode,RecType,CaptureID,CaptureDate,Watershed,SpeciesCode,CaptureTime,CaptureMethod,Recap,BandPrefixNumber,BandSuffixNumber,ColorBands,Age,HowAged,Sex,CP,BP,HowSexed,HeadBill,Tarsus,WingChord,MoltScore,FatScore,BloodSample,BirdMass,HowWeighed,Bander,Photos,TotalBlood,Haematocrit,Feather,FeatherCollected,ConcTRIG,TRIG,ConcBUTY,BUTY,FatMass,LeanMass,BodyWater,PositionRegion,PositionX,PositionY,Notes
CBS01,1,1248,5/20/2015,N2B,GRSP,08:44:00,mistnet,FALSE,1831,10113,YW-SY,AHY,CP,M,3,0,CP,29.1,19.8,61,0,0.5,TRUE,16.17,DigitalScale,EJW,TRUE,-999,54,TRUE,RP1,0.7636,FALSE,-999,FALSE,-999,-999,-999,14 S,708535,4329044,GPS 10 pt 32
CBS01,1,1250,5/20/2015,N2B,GRSP,10:02:00,mistnet,FALSE,1831,10115,RY-WS,AHY,CP,M,3,0,CP,29.3,19.1,62,0,1,TRUE,17.48,DigitalScale,EJW,TRUE,-999,51,TRUE,RP1,1.399,FALSE,-999,FALSE,-999,-999,-999,14 S,708606,4329121,GPS 10 pt 33. Lost ~half of plasma.
CBS01,1,1249,5/20/2015,N2B,GRSP,08:49:00,mistnet,FALSE,1831,10114,OG-WS,AHY,Plumage,F,0,0,Plumage,28.6,19.1,60,0,2,TRUE,16.21,DigitalScale,EJW,TRUE,-999,53,TRUE,RP1,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,708566,4329110,"GPS 10 pt 31. BP ""0"" on original capture sheet but fits in morphological parameters for female"
CBS01,1,1259,5/21/2015,C3SB,GRSP,10:20:00,mistnet,FALSE,1831,10121,KG-KS,AHY,CP,M,3,0,CP,28.9,20.1,65,0,0,TRUE,17.68,DigitalScale,DJS,TRUE,-999,49,TRUE,RP1,0.8514,FALSE,-999,FALSE,0.58,14.72,13.7,14 S,711099,4330849,Recap 2015 (same yr).
CBS01,1,1262,5/21/2015,C3SB,GRSP,15:00:00,mistnet,FALSE,1831,10124,SB-BA,AHY,BP,F,0,3,BP,28.3,19.8,58,0,2,TRUE,17.25,DigitalScale,AB,TRUE,-999,45,TRUE,RP1,-999,FALSE,-999,FALSE,0.68,14.19,13.01,14 S,711343,4330554,GPS PT C3SB-EJH-1.
CBS01,1,1260,5/21/2015,C3SB,GRSP,11:35:00,mistnet,FALSE,1831,10122,SD-GY,AHY,CP,M,3,0,CP,29.7,20.2,63,0,0,TRUE,18.5,DigitalScale,DJS,TRUE,-999,52,TRUE,RP1,2.2543,FALSE,-999,FALSE,1.32,14.55,13.06,14 S,711283,4331042,possibly in net >5min. GPS 7 pt 25
CBS01,1,1258,5/21/2015,C3SB,GRSP,09:20:00,mistnet,FALSE,1831,10120,AY-SP,AHY,CP,M,4,0,CP,29.6,21.1,63.5,0,0,TRUE,18.2,DigitalScale,AB,TRUE,25,48,TRUE,RP1,0.9112,TRUE,-999,FALSE,0.4,15.25,12.42,14 S,711227,4330818,GPS 7 PT 23. Recap in 2016.
CBS01,1,1257,5/21/2015,C3SB,GRSP,08:00:00,mistnet,FALSE,1831,10119,WB-SR,AHY,CP,M,4,0,CP,28.8,19.5,61,0,0,TRUE,16.46,DigitalScale,DJS,TRUE,17,47,TRUE,RP1,-999,FALSE,-999,FALSE,0.52,13.25,12.42,14 S,711127,4330709,half plasma in sample. GPS 7 PT 22. Recap in 2015 (same yr) and 2016.
CBS01,1,1256,5/21/2015,C3SB,GRSP,07:40:00,mistnet,FALSE,1831,10118,KK-SO,AHY,CP,M,4,0,CP,28.6,21.5,63,0,0,TRUE,17.79,DigitalScale,AB,TRUE,-999,-999,TRUE,RP1,-999,FALSE,-999,FALSE,0.45,14.64,11.84,14 S,711130,4330568,scanned twice  escaped in QMR. Very little blood. GPS 7 PT 21
CBS01,1,1255,5/21/2015,C3SB,GRSP,07:00:00,mistnet,FALSE,1831,10117,PY-SG,AHY,CP,M,4,0,CP,29.3,19.1,62.5,0,0,TRUE,18.47,DigitalScale,DJS,TRUE,-999,51,TRUE,RP1,0.9574,FALSE,-999,FALSE,0.43,15.68,14.35,14 S,711132,4330597,QMR out of bounds (3%). RI:2. GPS 7 PT 20
CBS01,1,1254,5/21/2015,C3SB,GRSP,06:20:00,mistnet,FALSE,1831,10116,KG-SY,AHY,CP,M,4,0,CP,28.5,20.1,61.5,0,2,TRUE,17.97,DigitalScale,DJS,TRUE,-999,-999,TRUE,RP1,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,711051,4330652,very little blood. RI:1. QMR too cold. GPS 7 pt 19
CBS01,1,1253,5/21/2015,C3A,GRSP,10:00:00,mistnet,TRUE,1831,10062,SR-GD,ASY,Recap,M,4,0,CP,-999,-999,-999,0,1,TRUE,-999,NA,BV,FALSE,49,49,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,711917,4330026,All three blood samples got hot in the field for ~1hr. Plasma was run  but can't use for metabolites. Recap from 2014.
CBS01,1,1261,5/21/2015,C3SA,GRSP,13:20:00,mistnet,FALSE,1831,10123,SB-AB,AHY,BP,F,0,3,BP,28.9,19.9,62,0,1,TRUE,17.87,DigitalScale,AB,TRUE,-999,50,TRUE,RP1,-999,FALSE,-999,FALSE,0.63,14.61,12.47,14 S,710734,4331134,possibly in net >5min. Mom at nest C3SA-EJH-2. blood not cooled immediately. GPS pt C3SA-EJH-2.
CBS01,1,1272,5/22/2015,C3SB,GRSP,09:10:00,mistnet,FALSE,1831,10126,SD-PW,AHY,CP,M,4,0,CP,29.7,19.6,62.5,0,1,TRUE,17.2,DigitalScale,AB,TRUE,-999,51,TRUE,RP1,0.8701,FALSE,-999,FALSE,0.62,14.07,12.53,14 S,711537,4330542,GPS 7 PT 029
CBS01,1,1271,5/22/2015,C3SB,GRSP,08:45:00,mistnet,TRUE,1831,10050,RO-OS,ASY,Recap,M,4,0,CP,29.1,20.2,62.5,0,1,TRUE,17.82,DigitalScale,AB,TRUE,-999,52,TRUE,RP1,0.8762,FALSE,-999,FALSE,0.53,14.94,13.14,14 S,711588,4330572,Replaced R band. 2014 return.
CBS01,1,1270,5/22/2015,C3SB,GRSP,07:50:00,mistnet,TRUE,1831,10285,YO-RS,ASY,Recap,M,4,0,CP,28.7,19.4,64,0,0,TRUE,17.52,DigitalScale,AB,TRUE,-999,52,TRUE,RP1,0.7689,FALSE,-999,FALSE,0.67,14.28,12.26,14 S,711377,4330540,Replaced R band  Photo says YO-SR  but bird is correctly banded YO-RS. 2014 return. Recap in 2016.
CBS01,1,1269,5/22/2015,C3SB,GRSP,07:35:00,mistnet,FALSE,1831,10125,SG-OY,AHY,CP,M,4,0,CP,29.7,19.6,61,0,0,TRUE,15.88,DigitalScale,AB,TRUE,-999,51,TRUE,RP1,0.8966,FALSE,-999,FALSE,0.54,12.97,11.49,14 S,711380,4330590,GPS 7 PT 026 CP:7mm. Same yr recap.
CBS01,1,1268,5/22/2015,C3SB,GRSP,06:30:00,mistnet,TRUE,1831,10279,SG-OD,ASY,Recap,M,5,0,CP,29.8,20.8,62.5,0,2,TRUE,17.76,DigitalScale,AB,TRUE,15,47,TRUE,RP1,0.5374,FALSE,-999,FALSE,0.63,14.71,12.64,14 S,711343,4330554,Bird died. Father of nest C3SB-EJH-1. 2014 return.
CBS01,1,1267,5/22/2015,C3B,GRSP,10:34:00,mistnet,TRUE,1831,10673,OR-KS,TY,Recap,M,4,0,CP,28.1,19.8,62,0,1,TRUE,17.35,DigitalScale,BV,FALSE,-999,52,TRUE,RP1,0.8507,FALSE,-999,FALSE,-999,-999,-999,14 S,711703,4329703,return from 2013 and 2014
CBS01,1,1273,5/22/2015,C3SB,GRSP,13:15:00,mistnet,TRUE,1831,10688,PP-SD,TY,Recap,M,4,0,CP,29.1,20.1,60,0,0.5,TRUE,17.69,DigitalScale,AB,TRUE,-999,58,TRUE,RP1,0.5263,FALSE,-999,FALSE,0.57,14.46,0.28,14 S,711168,4330532,HY in 2013 IN 2D. Check QMR data
CBS01,1,1274,5/25/2015,C3SB,GRSP,09:00:00,mistnet,FALSE,1831,10127,BG-SD,AHY,CP,M,4,0,CP,28.5,21.2,61,0,1,TRUE,17.42,DigitalScale,DJS,TRUE,-999,51,TRUE,RP1,0.9945,FALSE,-999,FALSE,0.72,14.28,12.68,14 S,711109,4330605,GPS 7 PT 031
CBS01,1,1275,5/25/2015,C3SB,GRSP,10:15:00,mistnet,FALSE,1831,10128,SP-WK,AHY,CP,M,4,0,CP,29.1,19,63.5,0,0,TRUE,16.6,DigitalScale,DJS,TRUE,-999,48,TRUE,RP1,1.2317,FALSE,-999,FALSE,0.38,13.76,12.07,14 S,711478,4330711,GPS PT C3SB-AB-13. DAD AT NEST LOCATION.
CBS01,1,1278,5/25/2015,C3SB,GRSP,14:30:00,mistnet,TRUE,1831,10287,YP-SY,ASY,Recap,M,5,0,CP,27.9,19.4,61,0,0,TRUE,16.36,DigitalScale,AB,TRUE,-999,46,TRUE,RP1,1.9794,FALSE,-999,FALSE,0.56,13.74,11.89,14 S,711519,4330818,Replaced P-a bit faded. 2014 return
CBS01,1,1277,5/25/2015,C3SB,GRSP,11:45:00,mistnet,FALSE,1831,10130,GY-RS,AHY,CP,M,3,0,CP,28.8,20.1,63,0,0,TRUE,16.82,DigitalScale,AB,TRUE,-999,53,TRUE,RP1,0.8578,TRUE,-999,FALSE,0.39,14.11,12.09,14 S,711499,4330743,probably in net >5min. GPS 7 pt 034.
CBS01,1,1276,5/25/2015,C3SB,GRSP,11:00:00,mistnet,FALSE,1831,10129,KS-KP,AHY,CP,M,4,0,CP,28.2,20.1,65,0,0,TRUE,16.72,DigitalScale,AB,TRUE,-999,50,TRUE,RP1,-999,FALSE,-999,FALSE,0.59,13.82,11.99,14 S,711409,4330725,possibly in net >5min. GPS 7 PT 033. Duplicate color combo--other bird had x added to combo.
CBS01,1,1295,5/27/2015,C3B,GRSP,09:43:00,mistnet,TRUE,2181,40262,KG-PS,AHY,CP,M,4,0,CP,29.3,20.3,61,0,1,TRUE,17.35,DigitalScale,EJW,TRUE,-999,53,TRUE,RP1,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,711703,4329703,May have been in nest >5 min. Same yr recap. 2015 dispersal
CBS01,1,1294,5/27/2015,C3B,GRSP,09:29:00,mistnet,FALSE,2181,40405,WO-YS,AHY,CP,M,4,0,CP,29.2,19.9,60,0,0,TRUE,17.95,DigitalScale,EJW,TRUE,-999,48,TRUE,RP1,1.1486,FALSE,-999,FALSE,-999,-999,-999,14 S,711703,4329703,HPD C3B-BV-3.
CBS01,1,1293,5/27/2015,C3SB,GRSP,06:15:00,mistnet,FALSE,2181,40404,WB-SY,AHY,BP,F,0,3,BP,29.5,20,60,0,0.5,TRUE,16.37,DigitalScale,EJW,TRUE,-999,48,TRUE,RP1,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,711478,4330711,GPS location is C3SB-AB-13.
CBS01,1,1292,5/27/2015,C3B,GRSP,09:40:00,mistnet,TRUE,1831,10558,SY-AD,ATY,Recap,M,4,0,CP,27.7,19,64,0,1,TRUE,17.21,DigitalScale,BV,TRUE,-999,50,TRUE,RP1,1.0967,FALSE,-999,FALSE,-999,-999,-999,14 S,712335,4329437,Return from 2013.
CBS01,1,1308,5/31/2015,C3SB,GRSP,13:50:00,mistnet,FALSE,1831,10139,WG-RS,AHY,CP,M,4,0,CP,28.8,20.1,63,0,1,TRUE,16.31,DigitalScale,AB,TRUE,-999,49,TRUE,RP1,1.0601,FALSE,-999,FALSE,0.73,13.27,11.77,14 S,711634,4331040,may have been in net >5min. GPS 8 PT 50
CBS01,1,1317,5/31/2015,C3SB,GRSP,13:40:00,mistnet,FALSE,1831,10137,WP-OS,AHY,CP,M,4,0,CP,28.5,19.7,62,0,1,TRUE,17.03,DigitalScale,AB,TRUE,-999,45,TRUE,RP1,-999,FALSE,-999,FALSE,0.54,14.14,12.31,14 S,711604,4330071,GPS 7 PT 38
CBS01,1,1316,5/31/2015,C3SB,GRSP,12:55:00,mistnet,FALSE,1831,10136,DS-YK,AHY,CP,M,5,0,CP,28.3,19.2,62.5,0,1,TRUE,17.04,DigitalScale,AB,TRUE,-999,52,TRUE,RP1,1.3486,FALSE,-999,FALSE,0.68,14.1,12.26,14 S,711593,4330124,GPS 7 pt 37
CBS01,1,1315,5/31/2015,C3SB,GRSP,12:10:00,mistnet,FALSE,1831,10135,DS-BB,AHY,BP,F,0,3,BP,29.8,19.6,59.5,0,0.5,TRUE,17.72,DigitalScale,EJW,TRUE,23,52,TRUE,RP1,-999,FALSE,-999,FALSE,0.76,14.61,12.88,14 S,711565,4331021,GPS C3SB-EJW-35.
CBS01,1,1314,5/31/2015,C3SB,GRSP,11:20:00,mistnet,FALSE,1831,10134,GS-PG,AHY,CP,M,4,0,CP,29.9,20.1,64,0,0.5,TRUE,17.13,DigitalScale,EJW,TRUE,-999,48,TRUE,RP1,1.2829,FALSE,-999,FALSE,0.58,14.11,12.05,14 S,711565,4331021,GPS CESB-EJW-35
CBS01,1,1313,5/31/2015,C3SB,GRSP,11:00:00,mistnet,FALSE,1831,10133,BK-RS,AHY,CP,M,4,0,CP,28.8,19.7,63,0,0,TRUE,17.51,DigitalScale,AB,TRUE,-999,50,TRUE,RP1,1.2954,FALSE,-999,FALSE,-999,-999,-999,14 S,711482,4330167,GPS C3SB-AB-14. transmitter 151.324
CBS01,1,1312,5/31/2015,C3SB,GRSP,11:00:00,mistnet,FALSE,1831,10132,SY-BD,AHY,CP,M,5,0,CP,-999,-999,-999,-999,-999,TRUE,-999,NA,AB,FALSE,26,50,FALSE,NA,1.1122,TRUE,-999,FALSE,-999,-999,-999,14 S,711565,4331021,Blinky! released. GPS C3SB-EJW-35.
CBS01,1,1311,5/31/2015,C3SB,GRSP,09:08:00,mistnet,TRUE,1831,10125,SG-OY,AHY,CP,M,4,0,CP,-999,-999,-999,-999,-999,TRUE,-999,NA,AB,FALSE,-999,53,FALSE,NA,0.5061,FALSE,-999,FALSE,-999,-999,-999,14 S,711343,4330554,C3SB-EJH-1. Same yr recap.
CBS01,1,1309,5/31/2015,C3SB,GRSP,09:08:00,mistnet,TRUE,1831,10276,DS-RR,ASY,Recap,M,5,0,CP,29.3,19.1,63,0,0,TRUE,17.99,DigitalScale,AB,TRUE,-999,56,TRUE,RP1,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,711343,4330554,TRANSMITTERED 151.255. 2014 Return.
CBS01,1,1307,5/31/2015,C3SB,GRSP,13:50:00,mistnet,FALSE,1831,10138,KK-OS,AHY,CP,M,4,0,CP,28.1,19.9,62,0,0,TRUE,17.55,DigitalScale,AB,TRUE,-999,55,TRUE,RP1,1.428,TRUE,-999,FALSE,0.6,14.49,12.95,14 S,711634,4331040,may have been in net >5min. GPS 8 pt 50
CBS01,1,1310,5/31/2015,C3SB,GRSP,09:05:00,mistnet,FALSE,1831,10131,YY-SO,AHY,CP,M,3,0,CP,28.3,19.1,60.5,0,0,TRUE,15.53,DigitalScale,AB,TRUE,27,52,TRUE,RP1,0.9544,FALSE,-999,FALSE,0.77,12.48,10.68,14 S,711428,4330372,GPS 7 pt 36
CBS01,1,1325,6/1/2015,N1B,GRSP,12:50:00,mistnet,FALSE,2181,40500,BO-SY,AHY,CP,M,3,0,CP,28.1,19.8,66,0,0,TRUE,16.5,DigitalScale,DJS,FALSE,-999,50,TRUE,RP1,1.0396,FALSE,-999,FALSE,-999,-999,-999,14 S,712557,4329441,GPS 6 PT 019
CBS01,1,1321,6/1/2015,C3SB,GRSP,06:40:00,mistnet,FALSE,1831,10140,BA-BS,AHY,BP,F,0,3,BP,28.5,20.9,60,0,0,TRUE,15.9,DigitalScale,AB,TRUE,-999,48,TRUE,RP1,-999,FALSE,-999,FALSE,0.52,13.05,11.43,14 S,711482,4330167,GPS C3SB-AB-14
CBS01,1,1323,6/1/2015,C3SB,GRSP,07:33:00,mistnet,FALSE,1831,10141,SD-YY,AHY,CP,M,5,0,CP,28,20.7,63,0,0,TRUE,16.95,DigitalScale,AB,TRUE,-999,52,TRUE,RP1,0.4071,FALSE,-999,FALSE,0.5,13.97,12.22,14 S,711473,4330143,GPS 7 pt 39
CBS01,1,1322,6/1/2015,C3SB,GRSP,06:40:00,mistnet,TRUE,1831,10607,KP-OS,ATY,Recap,M,5,0,CP,29.3,20,64,0,0,TRUE,16.85,DigitalScale,AB,TRUE,-999,54,TRUE,RP1,0.5137,FALSE,-999,FALSE,0.58,13.79,11.73,14 S,711482,4330167,2013 Return K2A. GPS C3SB-AB-14. Recap from 2013.
CBS01,1,1340,6/2/2015,C3B,GRSP,08:30:00,mistnet,FALSE,2181,40417,RS-YO,AHY,CP,M,4,0,CP,29.7,19.8,60,0,0,TRUE,17.5,DigitalScale,EJW,TRUE,-999,49,TRUE,RP1,0.8487,FALSE,-999,FALSE,-999,-999,-999,14 S,712659,4329630,transmittered 151.269. location C3B-BV-4.
CBS01,1,1339,6/2/2015,C3B,GRSP,08:30:00,mistnet,FALSE,2181,40416,OB-SA,AHY,BP,F,0,3,BP,28.3,19.2,58,0,1,TRUE,16.65,DigitalScale,EJW,TRUE,-999,44,TRUE,RP1,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712659,4329630,plasma lost. Location C3B-BV-4. Female for nest location.
CBS01,1,1338,6/2/2015,C3B,GRSP,08:10:00,mistnet,FALSE,2181,40415,RS-GA,AHY,BP,F,0,4,BP,29,20.1,60,1,1,TRUE,16.64,DigitalScale,EJW,TRUE,-999,55,TRUE,RP1,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712659,4329630,location C3B-BV-4. Smaller tube put in rbc. Molting at nape  molting in P8
CBS01,1,1337,6/2/2015,C3B,GRSP,07:50:00,mistnet,FALSE,2181,40414,OP-OS,AHY,CP,M,4,0,CP,28.7,19.3,66,1,0,TRUE,17.72,DigitalScale,EJW,TRUE,23,48,TRUE,RP1,0.6442,FALSE,-999,FALSE,-999,-999,-999,14 S,712750,4329630,location C3B-BV-5. may hace been in net  >5MIN. Moltin at nape.
CBS01,1,1336,6/2/2015,C3B,GRSP,07:10:00,mistnet,FALSE,2181,40413,YY-SA,AHY,BP,F,0,4,BP,29,20.1,59,0,0.5,TRUE,17.89,DigitalScale,EJW,TRUE,-999,52,TRUE,RP1,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712750,4329630,location C3B-BV-5
CBS01,1,1335,6/2/2015,N2B,GRSP,13:30:00,mistnet,FALSE,1831,10147,YO-SO,AHY,CP,M,5,0,CP,30.1,21.2,60.5,0,0,TRUE,19,DigitalScale,DJS,TRUE,-999,40,TRUE,RP1,1.2156,FALSE,-999,FALSE,0.59,16.18,13.83,14 S,710241,4328922,GPS 7 PT 042
CBS01,1,1342,6/3/2015,N1B,GRSP,08:00:00,mistnet,FALSE,1831,10149,WP-PS,AHY,CP,M,4,0,CP,28.8,19.5,59.5,0,0,TRUE,17.05,DigitalScale,EJW,TRUE,-999,53,TRUE,RP1,-999,FALSE,-999,FALSE,0.69,13.95,12.54,14 S,710044,4329055,2nd tube put in RBC. Blood is warm  plasma unusable
CBS01,1,1343,6/3/2015,N1B,GRSP,07:55:00,mistnet,FALSE,1831,10150,KS-KK,AHY,CP,M,4,0,CP,28.4,19.1,59,0,0,TRUE,16.49,DigitalScale,EJW,TRUE,23,57,TRUE,RP1,-999,FALSE,-999,FALSE,0.5,13.95,12.04,14 S,709957,4329096,GPS 8 PT 54. Was in net longer than 5min. Blood is warm Plasma unusable.
CBS01,1,1341,6/3/2015,N1B,GRSP,06:40:00,mistnet,FALSE,1831,10148,RO-RS,AHY,CP,M,4,0,CP,28.6,19,62.5,0,0,TRUE,17.36,DigitalScale,EJW,TRUE,27,48,TRUE,RP1,-999,FALSE,-999,FALSE,0.34,14.59,12.82,14 S,710130,4328962,GPS 8 PT 52. BLOOD IS WARM  PLASMA UNUSABLE.
CBS01,1,1802,6/3/2015,C3SC,GRSP,09:05:00,mistnet,FALSE,2181,40536,YS-OO,AHY,Plumage,M,5,0,CP,29,19.9,65.5,0,3,TRUE,17.89,DigitalScale,SKW,TRUE,-999,49,TRUE,RP1,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712413,4331925,
CBS01,1,1522,6/4/2015,C3B,GRSP,12:00:00,hand,FALSE,2181,40316,NA,NG,OnNest,U,0,0,NA,-999,21.1,33,-999,-999,TRUE,11.01,DigitalScale,SKW,FALSE,-999,47,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712653,4329552,From nest C3B-EJW-39
CBS01,1,1521,6/4/2015,C3B,GRSP,12:00:00,hand,FALSE,2181,40315,NA,NG,OnNest,U,0,0,NA,-999,16.7,22,-999,-999,TRUE,10.38,DigitalScale,SKW,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712653,4329552,Deformed right leg/wing. Band on left leg.From nest C3B-EJW-39
CBS01,1,1520,6/4/2015,C3B,GRSP,12:00:00,hand,FALSE,2181,40314,NA,NG,OnNest,U,0,0,NA,-999,20.5,37,-999,-999,TRUE,11.88,DigitalScale,SKW,FALSE,-999,41,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712653,4329552,From nest C3B-EJW-39
CBS01,1,1519,6/4/2015,C3B,GRSP,12:00:00,hand,FALSE,2181,40313,NA,NG,OnNest,U,0,0,NA,-999,19.8,35,-999,-999,TRUE,13.3,DigitalScale,SKW,FALSE,-999,38,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,712653,4329552,From nest C3B-EJW-39
CBS01,1,1576,6/4/2015,N20A,GRSP,08:40:00,hand,FALSE,1831,10159,NA,NG,OnNest,U,0,0,NA,-999,18.9,33,-999,-999,TRUE,8.94,DigitalScale,EJW,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,709894,4329239,From nest N20A-EJW-40
CBS01,1,1575,6/4/2015,N20A,GRSP,08:40:00,hand,FALSE,1831,10156,NA,NG,OnNest,U,0,0,NA,-999,18.6,34.5,-999,-999,TRUE,10.75,DigitalScale,EJW,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,709894,4329239,From nest N20A-EJW-40
CBS01,1,1574,6/4/2015,N20A,GRSP,08:40:00,hand,FALSE,1831,10154,NA,NG,OnNest,U,0,0,NA,-999,19.7,36,-999,-999,TRUE,11.58,DigitalScale,EJW,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,709894,4329239,From nest N20A-EJW-40
CBS01,1,1573,6/4/2015,N20A,GRSP,08:40:00,hand,FALSE,1831,10155,NA,NG,OnNest,U,0,0,NA,-999,18.4,34,-999,-999,TRUE,10.74,DigitalScale,EJW,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,709894,4329239,From nest N20A-EJW-40; not enough blood taken  only RBCs
CBS01,1,1572,6/4/2015,N20A,GRSP,08:40:00,hand,FALSE,1831,10158,NA,NG,OnNest,U,0,0,NA,-999,19.4,34.5,-999,-999,TRUE,11.05,DigitalScale,EJW,FALSE,-999,49,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,709894,4329239,From nest N20A-EJW-40
CBS01,1,1571,6/4/2015,N20A,GRSP,08:40:00,hand,FALSE,1831,10157,NA,NG,OnNest,U,0,0,NA,-999,19.7,32.9,-999,-999,TRUE,10.39,DigitalScale,EJW,FALSE,-999,41,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,709894,4329239,From nest N20A-EJW-40
CBS01,1,1347,6/4/2015,N1B,GRSP,09:15:00,mistnet,FALSE,1831,10160,AG-AS,AHY,BP,F,0,4,BP,29,19.9,59.5,0,0.5,TRUE,15.79,DigitalScale,EJW,TRUE,-999,50,TRUE,RP1,-999,FALSE,-999,FALSE,0.68,13.12,11.43,14 S,709894,4329239,N20A-EJW-40
CBS01,1,1346,6/4/2015,N1B,GRSP,07:00:00,mistnet,FALSE,1831,10153,SD-PP,AHY,CP,M,4,0,CP,28.8,19.3,62,0,0,TRUE,16.25,DigitalScale,EJW,TRUE,-999,50,TRUE,RP1,1.1265,FALSE,-999,FALSE,0.45,13.36,11.84,14 S,709932,4329180,GPS #8 point 55
CBS01,1,1345,6/4/2015,N1B,GRSP,06:30:00,mistnet,FALSE,1831,10152,WW-SK,AHY,CP,M,5,0,CP,28.8,19.4,62.5,0,1,TRUE,17.41,DigitalScale,EJW,TRUE,-999,51,TRUE,RP1,1.189,FALSE,-999,FALSE,0.76,14.32,11.77,14 S,709852,4329263,GPS 8 point 56
CBS01,1,1344,6/4/2015,N1B,GRSP,06:30:00,mistnet,FALSE,1831,10151,RR-SO,AHY,CP,M,5,0,CP,29.7,20.7,63,1,0.5,TRUE,18.83,DigitalScale,EJW,TRUE,-999,52,TRUE,RP1,0.9174,FALSE,-999,FALSE,0.69,15.6,13.41,14 S,709932,4329180,pt 55 GPS#8; molting in nape
CBS01,1,1351,6/6/2015,N1A,GRSP,12:40:00,mistnet,FALSE,1831,10164,BO-KS,AHY,CP,M,4,0,CP,-999,-999,-999,-999,-999,TRUE,-999,NA,AB,FALSE,-999,-999,FALSE,NA,-999,FALSE,-999,FALSE,-999,-999,-999,14 S,707185,4330000,GPS #7 point 046. Bird in net a long time and badly tangled. Released and was okay (flew off). Blood sample tube broke about 14mm total.
CBS01,1,1350,6/6/2015,N1A,GRSP,11:40:00,mistnet,FALSE,1831,10163,PB-SP,AHY,CP,M,5,0,CP,29.2,21.3,63.5,0,0,TRUE,19.07,DigitalScale,AB,TRUE,-999,49,TRUE,RP1,0.9876,FALSE,-999,FALSE,0.62,16.03,13.94,14 S,707173,4330076,gps #7 point 045
CBS01,1,1349,6/6/2015,N1B,GRSP,10:06:00,mistnet,FALSE,1831,10162,WY-YS,AHY,CP,M,3,0,CP,28.9,20.3,62.5,0,0,TRUE,16.98,DigitalScale,AB,TRUE,-999,54,TRUE,RP1,1.0348,TRUE,-999,FALSE,0.73,13.95,12.02,14 S,709583,4328452,
CBS01,1,1348,6/6/2015,N1B,GRSP,09:09:00,mistnet,FALSE,1831,10161,DS-RW,AHY,CP,M,5,0,CP,29.1,19.6,63.5,0,0,TRUE,17.77,DigitalScale,AB,TRUE,-999,51,TRUE,RP1,1.0858,FALSE,-999,FALSE,-999,-999,-999,14 S,709609,4328638,GPS #7 point 043. Did not scan bird he looked stressed
CBS01,1,1352,6/6/2015,N1A,GRSP,12:55:00,mistnet,FALSE,1831,10165,GO-RS,AHY,CP,M,3,0,CP,28.6,19.3,60.5,0,0,TRUE,17.52,DigitalScale,AB,TRUE,-999,50,TRUE,RP1,-999,FALSE,-999,FALSE,0.57,15.03,12.84,14 S,707115,4330036,GPS #7 point 047. possibly in net > 5 minutes
CBS01,1,1354,6/8/2015,N2B,GRSP,12:25:00,mistnet,FALSE,1831,10167,RS-KR,AHY,CP,M,4,0,CP,29.1,20.2,62.5,0,0.5,TRUE,17.71,DigitalScale,SKW,TRUE,-999,49,TRUE,RP1,1.7025,FALSE,-999,FALSE,0.76,14.45,12.32,14 S,708380,4328399,p7 broken
CBS01,1,1353,6/8/2015,N2B,GRSP,11:57:00,mistnet,FALSE,1831,10166,OS-BW,AHY,CP,M,3,0,CP,28.4,19.9,62.5,0,0,TRUE,16.22,DigitalScale,AB,TRUE,-999,52,TRUE,RP1,0.8969,FALSE,-999,FALSE,0.6,13.69,12.42,14 S,708338,4328298,GPS #7 point 048
